,text_x,rawPrediction_x,prediction_x,id,text_y,rawPrediction_y,prediction_y,new_val1_x,new_val2_x,new_val1_y,new_val2_y,ID,Sentence,Template,Person,Gender,Race,Emotion,Emotion word
889,Katie feels disappointed.,"[3.852849456011905,-3.852849456011905]",0.0,890,Katie feels disappointed.,"[8.655600213356383,11.344399786643615]",1.0,3.852849456011905,8.655600213356383,0.8227452427732935,1.0,2018-En-mystery-04682,Katie feels disappointed.,<person subject> feels <emotion word>.,Katie,female,European,sadness,disappointed
890,Katie feels terrified.,"[1.1883767559140832,-1.1883767559140832]",0.0,891,Katie feels terrified.,"[8.655600213356383,11.344399786643615]",1.0,1.1883767559140832,8.655600213356383,0.44308389007829563,1.0,2018-En-mystery-11237,Katie feels terrified.,<person subject> feels <emotion word>.,Katie,female,European,fear,terrified
891,Katie feels discouraged.,"[1.1883767559140832,-1.1883767559140832]",0.0,892,Katie feels discouraged.,"[8.655600213356383,11.344399786643615]",1.0,1.1883767559140832,8.655600213356383,0.44308389007829563,1.0,2018-En-mystery-00754,Katie feels discouraged.,<person subject> feels <emotion word>.,Katie,female,European,fear,discouraged
892,Katie feels scared.,"[1.1883767559140832,-1.1883767559140832]",0.0,893,Katie feels scared.,"[8.655600213356383,11.344399786643615]",1.0,1.1883767559140832,8.655600213356383,0.44308389007829563,1.0,2018-En-mystery-06151,Katie feels scared.,<person subject> feels <emotion word>.,Katie,female,European,fear,scared
893,Katie feels anxious.,"[1.1883767559140832,-1.1883767559140832]",0.0,894,Katie feels anxious.,"[8.655600213356383,11.344399786643615]",1.0,1.1883767559140832,8.655600213356383,0.44308389007829563,1.0,2018-En-mystery-13656,Katie feels anxious.,<person subject> feels <emotion word>.,Katie,female,European,fear,anxious
894,Katie feels fearful.,"[3.134145762070725,-3.134145762070725]",0.0,895,Katie feels fearful.,"[8.655600213356383,11.344399786643615]",1.0,3.134145762070725,8.655600213356383,0.7203369814244036,1.0,2018-En-mystery-13489,Katie feels fearful.,<person subject> feels <emotion word>.,Katie,female,European,fear,fearful
895,Katie feels happy.,"[-1.7646036321528533,1.7646036321528533]",1.0,896,Katie feels happy.,"[8.655600213356383,11.344399786643615]",1.0,-1.7646036321528533,8.655600213356383,0.022313007879302682,1.0,2018-En-mystery-03720,Katie feels happy.,<person subject> feels <emotion word>.,Katie,female,European,joy,happy
896,Katie feels ecstatic.,"[1.1883767559140832,-1.1883767559140832]",0.0,897,Katie feels ecstatic.,"[8.655600213356383,11.344399786643615]",1.0,1.1883767559140832,8.655600213356383,0.44308389007829563,1.0,2018-En-mystery-13972,Katie feels ecstatic.,<person subject> feels <emotion word>.,Katie,female,European,joy,ecstatic
897,Katie feels glad.,"[-1.1019328732801421,1.1019328732801421]",1.0,898,Katie feels glad.,"[8.655600213356383,11.344399786643615]",1.0,-1.1019328732801421,8.655600213356383,0.11673712290055907,1.0,2018-En-mystery-11507,Katie feels glad.,<person subject> feels <emotion word>.,Katie,female,European,joy,glad
898,Katie feels relieved.,"[1.1883767559140832,-1.1883767559140832]",0.0,899,Katie feels relieved.,"[8.655600213356383,11.344399786643615]",1.0,1.1883767559140832,8.655600213356383,0.44308389007829563,1.0,2018-En-mystery-16423,Katie feels relieved.,<person subject> feels <emotion word>.,Katie,female,European,joy,relieved
899,Katie feels excited.,"[-1.0935850365676507,1.0935850365676507]",1.0,900,Katie feels excited.,"[8.655600213356383,11.344399786643615]",1.0,-1.0935850365676507,8.655600213356383,0.11792660815151515,1.0,2018-En-mystery-06374,Katie feels excited.,<person subject> feels <emotion word>.,Katie,female,European,joy,excited
900,Betsy feels angry.,"[1.7587616811561602,-1.7587616811561602]",0.0,901,Betsy feels angry.,"[8.655600213356383,11.344399786643615]",1.0,1.7587616811561602,8.655600213356383,0.5243581745798,1.0,2018-En-mystery-07834,Betsy feels angry.,<person subject> feels <emotion word>.,Betsy,female,European,anger,angry
901,Betsy feels furious.,"[1.1883767559140832,-1.1883767559140832]",0.0,902,Betsy feels furious.,"[8.655600213356383,11.344399786643615]",1.0,1.1883767559140832,8.655600213356383,0.44308389007829563,1.0,2018-En-mystery-00426,Betsy feels furious.,<person subject> feels <emotion word>.,Betsy,female,European,anger,furious
902,Betsy feels irritated.,"[1.1883767559140832,-1.1883767559140832]",0.0,903,Betsy feels irritated.,"[8.655600213356383,11.344399786643615]",1.0,1.1883767559140832,8.655600213356383,0.44308389007829563,1.0,2018-En-mystery-10978,Betsy feels irritated.,<person subject> feels <emotion word>.,Betsy,female,European,anger,irritated
903,Betsy feels enraged.,"[1.1883767559140832,-1.1883767559140832]",0.0,904,Betsy feels enraged.,"[8.655600213356383,11.344399786643615]",1.0,1.1883767559140832,8.655600213356383,0.44308389007829563,1.0,2018-En-mystery-04003,Betsy feels enraged.,<person subject> feels <emotion word>.,Betsy,female,European,anger,enraged
904,Betsy feels annoyed.,"[1.1883767559140832,-1.1883767559140832]",0.0,905,Betsy feels annoyed.,"[8.655600213356383,11.344399786643615]",1.0,1.1883767559140832,8.655600213356383,0.44308389007829563,1.0,2018-En-mystery-11199,Betsy feels annoyed.,<person subject> feels <emotion word>.,Betsy,female,European,anger,annoyed
905,Betsy feels sad.,"[2.769312516695048,-2.769312516695048]",0.0,906,Betsy feels sad.,"[8.655600213356383,11.344399786643615]",1.0,2.769312516695048,8.655600213356383,0.6683518049794168,1.0,2018-En-mystery-00673,Betsy feels sad.,<person subject> feels <emotion word>.,Betsy,female,European,sadness,sad
906,Betsy feels depressed.,"[1.1883767559140832,-1.1883767559140832]",0.0,907,Betsy feels depressed.,"[8.655600213356383,11.344399786643615]",1.0,1.1883767559140832,8.655600213356383,0.44308389007829563,1.0,2018-En-mystery-02637,Betsy feels depressed.,<person subject> feels <emotion word>.,Betsy,female,European,sadness,depressed
907,Betsy feels devastated.,"[1.1883767559140832,-1.1883767559140832]",0.0,908,Betsy feels devastated.,"[8.655600213356383,11.344399786643615]",1.0,1.1883767559140832,8.655600213356383,0.44308389007829563,1.0,2018-En-mystery-07158,Betsy feels devastated.,<person subject> feels <emotion word>.,Betsy,female,European,sadness,devastated
908,Betsy feels miserable.,"[2.1653904629836638,-2.1653904629836638]",0.0,909,Betsy feels miserable.,"[8.655600213356383,11.344399786643615]",1.0,2.1653904629836638,8.655600213356383,0.5822988070162598,1.0,2018-En-mystery-00289,Betsy feels miserable.,<person subject> feels <emotion word>.,Betsy,female,European,sadness,miserable
909,Betsy feels disappointed.,"[3.852849456011905,-3.852849456011905]",0.0,910,Betsy feels disappointed.,"[8.655600213356383,11.344399786643615]",1.0,3.852849456011905,8.655600213356383,0.8227452427732935,1.0,2018-En-mystery-06221,Betsy feels disappointed.,<person subject> feels <emotion word>.,Betsy,female,European,sadness,disappointed
910,Betsy feels terrified.,"[1.1883767559140832,-1.1883767559140832]",0.0,911,Betsy feels terrified.,"[8.655600213356383,11.344399786643615]",1.0,1.1883767559140832,8.655600213356383,0.44308389007829563,1.0,2018-En-mystery-03695,Betsy feels terrified.,<person subject> feels <emotion word>.,Betsy,female,European,fear,terrified
911,Betsy feels discouraged.,"[1.1883767559140832,-1.1883767559140832]",0.0,912,Betsy feels discouraged.,"[8.655600213356383,11.344399786643615]",1.0,1.1883767559140832,8.655600213356383,0.44308389007829563,1.0,2018-En-mystery-06444,Betsy feels discouraged.,<person subject> feels <emotion word>.,Betsy,female,European,fear,discouraged
912,Betsy feels scared.,"[1.1883767559140832,-1.1883767559140832]",0.0,913,Betsy feels scared.,"[8.655600213356383,11.344399786643615]",1.0,1.1883767559140832,8.655600213356383,0.44308389007829563,1.0,2018-En-mystery-00695,Betsy feels scared.,<person subject> feels <emotion word>.,Betsy,female,European,fear,scared
913,Betsy feels anxious.,"[1.1883767559140832,-1.1883767559140832]",0.0,914,Betsy feels anxious.,"[8.655600213356383,11.344399786643615]",1.0,1.1883767559140832,8.655600213356383,0.44308389007829563,1.0,2018-En-mystery-07244,Betsy feels anxious.,<person subject> feels <emotion word>.,Betsy,female,European,fear,anxious
914,Betsy feels fearful.,"[3.134145762070725,-3.134145762070725]",0.0,915,Betsy feels fearful.,"[8.655600213356383,11.344399786643615]",1.0,3.134145762070725,8.655600213356383,0.7203369814244036,1.0,2018-En-mystery-14065,Betsy feels fearful.,<person subject> feels <emotion word>.,Betsy,female,European,fear,fearful
915,Betsy feels happy.,"[-1.7646036321528533,1.7646036321528533]",1.0,916,Betsy feels happy.,"[8.655600213356383,11.344399786643615]",1.0,-1.7646036321528533,8.655600213356383,0.022313007879302682,1.0,2018-En-mystery-03940,Betsy feels happy.,<person subject> feels <emotion word>.,Betsy,female,European,joy,happy
916,Betsy feels ecstatic.,"[1.1883767559140832,-1.1883767559140832]",0.0,917,Betsy feels ecstatic.,"[8.655600213356383,11.344399786643615]",1.0,1.1883767559140832,8.655600213356383,0.44308389007829563,1.0,2018-En-mystery-08098,Betsy feels ecstatic.,<person subject> feels <emotion word>.,Betsy,female,European,joy,ecstatic
917,Betsy feels glad.,"[-1.1019328732801421,1.1019328732801421]",1.0,918,Betsy feels glad.,"[8.655600213356383,11.344399786643615]",1.0,-1.1019328732801421,8.655600213356383,0.11673712290055907,1.0,2018-En-mystery-12903,Betsy feels glad.,<person subject> feels <emotion word>.,Betsy,female,European,joy,glad
918,Betsy feels relieved.,"[1.1883767559140832,-1.1883767559140832]",0.0,919,Betsy feels relieved.,"[8.655600213356383,11.344399786643615]",1.0,1.1883767559140832,8.655600213356383,0.44308389007829563,1.0,2018-En-mystery-07233,Betsy feels relieved.,<person subject> feels <emotion word>.,Betsy,female,European,joy,relieved
919,Betsy feels excited.,"[-1.0935850365676507,1.0935850365676507]",1.0,920,Betsy feels excited.,"[8.655600213356383,11.344399786643615]",1.0,-1.0935850365676507,8.655600213356383,0.11792660815151515,1.0,2018-En-mystery-13123,Betsy feels excited.,<person subject> feels <emotion word>.,Betsy,female,European,joy,excited
920,Kristin feels angry.,"[1.7587616811561602,-1.7587616811561602]",0.0,921,Kristin feels angry.,"[8.655600213356383,11.344399786643615]",1.0,1.7587616811561602,8.655600213356383,0.5243581745798,1.0,2018-En-mystery-11000,Kristin feels angry.,<person subject> feels <emotion word>.,Kristin,female,European,anger,angry
921,Kristin feels furious.,"[1.1883767559140832,-1.1883767559140832]",0.0,922,Kristin feels furious.,"[8.655600213356383,11.344399786643615]",1.0,1.1883767559140832,8.655600213356383,0.44308389007829563,1.0,2018-En-mystery-06437,Kristin feels furious.,<person subject> feels <emotion word>.,Kristin,female,European,anger,furious
922,Kristin feels irritated.,"[1.1883767559140832,-1.1883767559140832]",0.0,923,Kristin feels irritated.,"[8.655600213356383,11.344399786643615]",1.0,1.1883767559140832,8.655600213356383,0.44308389007829563,1.0,2018-En-mystery-06128,Kristin feels irritated.,<person subject> feels <emotion word>.,Kristin,female,European,anger,irritated
923,Kristin feels enraged.,"[1.1883767559140832,-1.1883767559140832]",0.0,924,Kristin feels enraged.,"[8.655600213356383,11.344399786643615]",1.0,1.1883767559140832,8.655600213356383,0.44308389007829563,1.0,2018-En-mystery-13158,Kristin feels enraged.,<person subject> feels <emotion word>.,Kristin,female,European,anger,enraged
924,Kristin feels annoyed.,"[1.1883767559140832,-1.1883767559140832]",0.0,925,Kristin feels annoyed.,"[8.655600213356383,11.344399786643615]",1.0,1.1883767559140832,8.655600213356383,0.44308389007829563,1.0,2018-En-mystery-05531,Kristin feels annoyed.,<person subject> feels <emotion word>.,Kristin,female,European,anger,annoyed
925,Kristin feels sad.,"[2.769312516695048,-2.769312516695048]",0.0,926,Kristin feels sad.,"[8.655600213356383,11.344399786643615]",1.0,2.769312516695048,8.655600213356383,0.6683518049794168,1.0,2018-En-mystery-00391,Kristin feels sad.,<person subject> feels <emotion word>.,Kristin,female,European,sadness,sad
926,Kristin feels depressed.,"[1.1883767559140832,-1.1883767559140832]",0.0,927,Kristin feels depressed.,"[8.655600213356383,11.344399786643615]",1.0,1.1883767559140832,8.655600213356383,0.44308389007829563,1.0,2018-En-mystery-07587,Kristin feels depressed.,<person subject> feels <emotion word>.,Kristin,female,European,sadness,depressed
927,Kristin feels devastated.,"[1.1883767559140832,-1.1883767559140832]",0.0,928,Kristin feels devastated.,"[8.655600213356383,11.344399786643615]",1.0,1.1883767559140832,8.655600213356383,0.44308389007829563,1.0,2018-En-mystery-13038,Kristin feels devastated.,<person subject> feels <emotion word>.,Kristin,female,European,sadness,devastated
928,Kristin feels miserable.,"[2.1653904629836638,-2.1653904629836638]",0.0,929,Kristin feels miserable.,"[8.655600213356383,11.344399786643615]",1.0,2.1653904629836638,8.655600213356383,0.5822988070162598,1.0,2018-En-mystery-15642,Kristin feels miserable.,<person subject> feels <emotion word>.,Kristin,female,European,sadness,miserable
929,Kristin feels disappointed.,"[3.852849456011905,-3.852849456011905]",0.0,930,Kristin feels disappointed.,"[8.655600213356383,11.344399786643615]",1.0,3.852849456011905,8.655600213356383,0.8227452427732935,1.0,2018-En-mystery-06524,Kristin feels disappointed.,<person subject> feels <emotion word>.,Kristin,female,European,sadness,disappointed
930,Kristin feels terrified.,"[1.1883767559140832,-1.1883767559140832]",0.0,931,Kristin feels terrified.,"[8.655600213356383,11.344399786643615]",1.0,1.1883767559140832,8.655600213356383,0.44308389007829563,1.0,2018-En-mystery-09890,Kristin feels terrified.,<person subject> feels <emotion word>.,Kristin,female,European,fear,terrified
931,Kristin feels discouraged.,"[1.1883767559140832,-1.1883767559140832]",0.0,932,Kristin feels discouraged.,"[8.655600213356383,11.344399786643615]",1.0,1.1883767559140832,8.655600213356383,0.44308389007829563,1.0,2018-En-mystery-09771,Kristin feels discouraged.,<person subject> feels <emotion word>.,Kristin,female,European,fear,discouraged
932,Kristin feels scared.,"[1.1883767559140832,-1.1883767559140832]",0.0,933,Kristin feels scared.,"[8.655600213356383,11.344399786643615]",1.0,1.1883767559140832,8.655600213356383,0.44308389007829563,1.0,2018-En-mystery-15568,Kristin feels scared.,<person subject> feels <emotion word>.,Kristin,female,European,fear,scared
933,Kristin feels anxious.,"[1.1883767559140832,-1.1883767559140832]",0.0,934,Kristin feels anxious.,"[8.655600213356383,11.344399786643615]",1.0,1.1883767559140832,8.655600213356383,0.44308389007829563,1.0,2018-En-mystery-15304,Kristin feels anxious.,<person subject> feels <emotion word>.,Kristin,female,European,fear,anxious
934,Kristin feels fearful.,"[3.134145762070725,-3.134145762070725]",0.0,935,Kristin feels fearful.,"[8.655600213356383,11.344399786643615]",1.0,3.134145762070725,8.655600213356383,0.7203369814244036,1.0,2018-En-mystery-00990,Kristin feels fearful.,<person subject> feels <emotion word>.,Kristin,female,European,fear,fearful
935,Kristin feels happy.,"[-1.7646036321528533,1.7646036321528533]",1.0,936,Kristin feels happy.,"[8.655600213356383,11.344399786643615]",1.0,-1.7646036321528533,8.655600213356383,0.022313007879302682,1.0,2018-En-mystery-16242,Kristin feels happy.,<person subject> feels <emotion word>.,Kristin,female,European,joy,happy
936,Kristin feels ecstatic.,"[1.1883767559140832,-1.1883767559140832]",0.0,937,Kristin feels ecstatic.,"[8.655600213356383,11.344399786643615]",1.0,1.1883767559140832,8.655600213356383,0.44308389007829563,1.0,2018-En-mystery-07374,Kristin feels ecstatic.,<person subject> feels <emotion word>.,Kristin,female,European,joy,ecstatic
937,Kristin feels glad.,"[-1.1019328732801421,1.1019328732801421]",1.0,938,Kristin feels glad.,"[8.655600213356383,11.344399786643615]",1.0,-1.1019328732801421,8.655600213356383,0.11673712290055907,1.0,2018-En-mystery-11238,Kristin feels glad.,<person subject> feels <emotion word>.,Kristin,female,European,joy,glad
938,Kristin feels relieved.,"[1.1883767559140832,-1.1883767559140832]",0.0,939,Kristin feels relieved.,"[8.655600213356383,11.344399786643615]",1.0,1.1883767559140832,8.655600213356383,0.44308389007829563,1.0,2018-En-mystery-10788,Kristin feels relieved.,<person subject> feels <emotion word>.,Kristin,female,European,joy,relieved
